Project ID,Project Status,Project Name,Street Number ,Street Name,Street Type,Zip Code,Supervisor District,City Analysis Neighborhood,Lead Agency,Program Area,Project Area,Project Type,Housing Tenure,Issuance of Notice to Proceed,Issuance of Building Permit,Issuance of First Construction Document,Estimated/Actual Construction Start Date,Estimated Construction Completion,Project Lead Sponsor,Project Co-Sponsor,Project Owner,Planning  Case Number,Property Informaiton Map Link,Planning Entitlements,Entitlement Approval,Section 415 Declaration,Project Units,Affordable Units,Market Rate Units,% Affordable,SRO Units,Studio Units,1bd Units,2bd Units,3bd Units,4bd Units,5+ bd Units,Mobility Units,Manager Units,Manager Unit(s) Type,Family Units,Senior Units,TAY Units,Homeless Units,Disabled Units,LOSP Units,Public Housing Replacement Units,20% AMI,30% AMI,40% AMi,50% AMI,55% AMI,60% AMI,80% AMI,90% AMI,100% AMI,105% AMI,110% AMI,120% AMI,130% AMI,150% AMI,AMI Undeclared,Latitude,Longitude,Location
2018-020,(5) First Construction Document Issued,30 Otis St,30,Otis,St,94103,6,Mission,MOHCD,Inclusionary Housing Program,0,New Construction,Unknown,,01/22/2019,,07/23/2019,09/15/2021,Align Real Estate,,,2015-010013PRJ,http://propertymap.sfplanning.org/?search=2015-010013PRJ,"2015-010013DNX,2015-010013ENV,2015-010013GPR,2015-010013IKA,2015-010013PPA,2015-010013SHD,2015-010013TDM,2015-010013VAR,2016-003379PRV",09/27/2018,Fee Payment,416,0,416,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2017-035,(3) Design with Entitlements Approved,3601 Lawton,3601,Lawton,St,94122,4,Sunset/Parkside,MOHCD,Inclusionary Housing Program,0,New Construction,Ownership,,,,12/20/2019,02/12/2022,Kodorski Design Inc,,,2015-009053PRJ,http://propertymap.sfplanning.org/?search=2015-009053PRJ,"2015-009053CUA,2015-009053ENV,2015-009053PPA,2015-009053PPA-02,2015-009053TDM",12/21/2017,On-site BMR Project,15,3,12,20,0,0,0,1,2,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2011-036,(4) Site Work Permit Issued,Parkmerced - Subsequent Phases,3711,19th,Ave,94132,7,Lakeshore,MOHCD,Inclusionary Housing Program,0,New Construction,Unknown,,06/12/2018,,12/11/2018,02/03/2021,Maximus,,,2008.0021,http://propertymap.sfplanning.org/?search=2008.0021,"2008.0021C,2008.0021E,2008.0021E_11,2008.0021E_3,2008.0021E_5,2008.0021E_7,2008.0021E_9,2008.0021K,2008.0021M,2008.0021P,2008.0021T,2008.0021U,2008.0021U_3,2008.0021W,2008.0021Z",02/10/2011,"On-site BMR Project, Fee Payment",3522,176,3346,5,0,0,0,0,0,0,0,0,0,,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,37.717010014,-122.478923092999,POINT (-122.478923092999 37.717010014)
2018-046,(3) Design with Entitlements Approved,South Park Scattered Sites,106,South Park,St,94107,6,South of Market,MOHCD,Multifamily Rental Program,0,Rehabilitation,Rental,02/01/2020,,,02/01/2020,06/01/2021,Mission Housing Development Corporation,,Mission Housing Development Corporation,0,http://propertymap.sfplanning.org/?search=0,,,,106,106,0,100,105,0,1,0,0,0,0,0,0,,106,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-092,(1) Preliminary Phase,"HPSY I, Block 48 (OCII 2)",996,Oakdale,Ave,94124,10,Bayview Hunters Point,OCII,Multifamily Rental Program,HP Shipyard Phase 1,New Construction,Rental,12/31/2023,,,12/31/2023,06/23/2025,Developer not yet selected,,Developer not yet selected,Not Applicable,,,,,18,18,0,100,0,0,0,0,0,0,0,0,0,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2018-011,(5) First Construction Document Issued,603 Tennessee,603,Tennessee,St,94107,10,Potrero Hill,MOHCD,Inclusionary Housing Program,0,New Construction,Unknown,,06/26/2018,10/16/2018,10/16/2018,12/09/2020,,,,2015-011202PRJ,http://propertymap.sfplanning.org/?search=2015-011202PRJ,"2015-011202ENV,2015-011202PPA,2015-011202TDM,2015-011202VAR",01/30/2018,Unknown,24,0,24,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.764005183,-122.389515904999,POINT (-122.389515904999 37.764005183)
2016-020,(4) Site Work Permit Issued,655 Folsom,655,Folsom,St,94107,6,Financial District/South Beach,MOHCD,Inclusionary Housing Program,0,New Construction,Unknown,,,,03/09/2018,05/02/2020,Forton Fund LLC,,,2013.0253,http://propertymap.sfplanning.org/?search=2013.0253,"2013.0253ENV,2013.0253ENX,2013.0253PPA,2013.0253U",03/10/2016,Fee Payment,89,0,89,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.784374148,-122.397774163999,POINT (-122.397774163999 37.784374148)
2014-024,(5) First Construction Document Issued,Transbay Block 1 (Inclusionary),160,Folsom,St,94105,6,Financial District/South Beach,OCII,Limited Equity Program,Transbay,New Construction,Ownership,05/01/2017,12/30/2016,05/25/2017,05/25/2017,02/01/2020,Tishman Speyer,,"Block One Property Holder, LP",Not Applicable,,,,,316,80,236,25,0,0,30,45,5,0,0,0,0,,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,30,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-003,(3) Design with Entitlements Approved,"HPSY II-CPS, Block 11A",0,Address not yet assigned,1899-12-31T00:00:00.000,94124,10,Bayview Hunters Point,OCII,Multifamily Rental Program,Candlestick Point,New Construction,Rental,07/01/2023,,,07/01/2023,06/01/2025,San Francisco Housing Development Corporation,Mercy Housing California,"Candlestick Point 11a, LP",Not Applicable,,,03/20/2018,,176,175,1,99,0,2,45,56,68,3,1,0,1,2bd,170,0,5,38,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-078,(6) Complete,2600 Harrison,2600,Harrison,St,94110,9,Mission,MOHCD,Inclusionary Housing Program,0,New Construction,Unknown,,12/29/2017,,06/29/2018,08/07/2019,Toby Morris,,,2014.0503,http://propertymap.sfplanning.org/?search=2014.0503,"2014.0503E,2014.0503ENX,2014.0503PPA,2014.0503U",08/11/2016,Fee Payment,19,0,19,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.755378211,-122.412406392999,POINT (-122.412406392999 37.755378211)
2011-004,(4) Site Work Permit Issued,Parkmerced - Phase IA & 1B,3711,19th,Ave,94132,7,Lakeshore,MOHCD,Inclusionary Housing Program,0,New Construction,Unknown,,10/29/2018,,04/29/2019,06/22/2021,Maximus,,,2008.0021,http://propertymap.sfplanning.org/?search=2008.0021,"2008.0021C,2008.0021E,2008.0021E_11,2008.0021E_3,2008.0021E_5,2008.0021E_7,2008.0021E_9,2008.0021K,2008.0021M,2008.0021P,2008.0021T,2008.0021U,2008.0021U_3,2008.0021W,2008.0021Z",02/10/2011,"On-site BMR Project, Fee Payment",957,48,909,5,0,10,21,11,6,0,0,0,0,,48,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,37.717010014,-122.478923092999,POINT (-122.478923092999 37.717010014)
2015-016,(5) First Construction Document Issued,70-72C Belcher,70-72C,Belcher,St,94114,8,Castro/Upper Market,MOHCD,Small Sites Program,0,Rehabilitation,Rental,03/15/2019,,,03/15/2019,01/01/2020,San Francisco Community Land Trust,,San Francisco Community Land Trust,Not Applicable,,,,,5,5,0,100,0,0,0,5,0,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2013-008,(5) First Construction Document Issued,706 Mission,706,Mission,St,94103,6,Financial District/South Beach,MOHCD,Inclusionary Housing Program,0,New Construction,Unknown,,10/27/2015,03/27/2017,03/27/2017,05/21/2019,Millenium Partners,,,2008.1084,http://propertymap.sfplanning.org/?search=2008.1084,"13-070,2008.1084E,2008.1084E_3,2008.1084E_5,2008.1084E_7,2008.1084E_9,2008.1084H,2008.1084H_3,2008.1084K,2008.1084K_3,2008.1084MCM,2008.1084Q,2008.1084R,2008.1084S,2008.1084T,2008.1084U,2008.1084X,2008.1084X_3,2008.1084X_5,2008.1084Z",05/23/2013,Fee Payment,185,0,185,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.785962236,-122.403214441999,POINT (-122.403214441999 37.785962236)
2015-017,(5) First Construction Document Issued,490 South Van Ness,490,South Van Ness,Ave,94103,9,Mission,MOHCD,Multifamily Rental Program,0,New Construction,Rental,08/01/2018,06/01/2015,09/21/2018,09/21/2018,06/01/2020,BRIDGE Housing Corporation,Mission Housing Development Corporation,"490 SVN Housing Assocites, LP",2015-010406PRJ,http://propertymap.sfplanning.org/?search=2015-010406PRJ,2015-010406ENV,09/17/2017,,81,80,1,99,0,2,44,30,4,0,0,8,1,2bd,80,0,0,0,0,0,20,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2018-014,(3) Design with Entitlements Approved,280 7th St,280,7th,St,94103,6,South of Market,MOHCD,Inclusionary Housing Program,0,New Construction,Ownership,,,,07/24/2020,09/17/2022,"Dragonfly Assets C-54, LLC",,,2016-004946PRJ,http://propertymap.sfplanning.org/?search=2016-004946PRJ,"2016-004946ENV,2016-004946ENX,2016-004946PPA,2016-004946SHD,2016-004946TDM",07/26/2018,On-site BMR Project,20,2,18,10,0,0,1,1,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
1997-005A,(3) Design with Entitlements Approved,388 Beale St ADUs,388,Beale,St,94105,6,South of Market,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,,,09/03/2021,10/28/2023,UDR Towers by the Bay LLC,,,2019-01180804,http://propertymap.sfplanning.org/?search=2019-01180804,ADUs,09/05/2019,On-site BMR Project,13,2,0,15,0,0,1,1,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2014-020,(4) Site Work Permit Issued,325 Fremont,325,Fremont,St,94105,6,Financial District/South Beach,MOHCD,Inclusionary Housing Program,0,New Construction,Unknown,,03/21/2017,,09/19/2017,11/13/2019,Fremont 325 Development LLC,,,2012.1025,http://propertymap.sfplanning.org/?search=2012.1025,"2012.1025E,2012.1025E_3,2012.1025GPR,2012.1025LLA,2012.1025U,2012.1025V,2012.1025X",07/17/2014,Fee Payment,118,0,118,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.787838445,-122.393031007999,POINT (-122.393031007999 37.787838445)
2016-010,(5) First Construction Document Issued,2238-2254 Market,2238,Market,St,94114,8,Castro/Upper Market,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,12/08/2017,12/03/2018,12/03/2018,01/26/2021,Prado Group,,,2014.1510,http://propertymap.sfplanning.org/?search=2014.1510,"2014.1510CND,2014.1510CUA,2014.1510ENV,2014.1510SHD,2014.1510SUB,2014.1510U",02/11/2016,"On-site BMR Project, Fee Payment",45,5,40,11,0,2,1,2,0,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,37.76546171,-122.432266983999,POINT (-122.432266983999 37.76546171)
2018-034,(3) Design with Entitlements Approved,650 Divisadero,650,Divisadero,St,94117,5,Hayes Valley,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,07/01/2023,,,11/27/2020,01/21/2023,"Divco Group, LLC",,,2013.1037,http://propertymap.sfplanning.org/?search=2013.1037,,11/29/2018,On-site BMR Project,66,9,57,14,0,2,2,3,2,0,0,0,0,,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2017-031,(4) Site Work Permit Issued,2918 Mission,2918,Mission,St,94110,9,Mission,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,07/01/2023,11/13/2018,,05/14/2019,07/07/2021,"RRTI, Inc.",,,2014.0376,http://propertymap.sfplanning.org/?search=2014.0376,"2014.0376CUA,2014.0376ENV,2014.0376LLA,2014.0376TDM,2014.0376U,2014.0376VAR",11/09/2018,On-site BMR Project,75,8,67,11,0,2,4,2,0,0,0,0,0,,8,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,37.750174979,-122.418561819999,POINT (-122.418561819999 37.750174979)
2017-017,(6) Complete,719 Larkin,719,Larkin,St,94109,6,Tenderloin,MOHCD,Inclusionary Housing Program,0,New Construction,Ownership,,12/20/2017,03/05/2018,03/05/2018,04/28/2020,JS Sullivan Development,,,2015-005329PRJ,http://propertymap.sfplanning.org/?search=2015-005329PRJ,"2015-005329CUA,2015-005329ENV,2015-005329PPA,2015-005329TDM,2015-005329VAR",05/18/2017,On-site BMR Project,42,6,36,14,0,0,6,0,0,0,0,0,0,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,37.784546464,-122.418072737999,POINT (-122.418072737999 37.784546464)
2015-052,(5) First Construction Document Issued,Dorothy Day Community,54,McAllister,St,94102,6,Tenderloin,MOHCD,Bond Financed Multifamily Housing,0,Rehabilitation,Rental,12/01/2017,05/21/2018,,12/01/2017,06/29/2019,Mercy Housing California,,"Mercy Housing California 75, LP",Not Applicable,,,,,100,99,1,99,0,26,73,0,0,0,0,0,1,1bd,0,99,0,0,0,0,0,0,0,0,10,0,89,0,0,0,0,0,0,0,0,0,37.781289431,-122.413173133999,POINT (-122.413173133999 37.781289431)
2015-055,(3) Design with Entitlements Approved,475 Minna,475,Minna,St,94103,6,South of Market,MOHCD,Inclusionary Housing Program,0,New Construction,Ownership,,,,12/08/2017,02/01/2020,John Jensen,,,2014.1442,http://propertymap.sfplanning.org/?search=2014.1442,"2014.1442DNX,2014.1442ENV,2014.1442U",12/10/2015,On-site BMR Project,15,3,12,20,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,37.780922549,-122.407391963999,POINT (-122.407391963999 37.780922549)
2017-022,(5) First Construction Document Issued,3353 26th,3353,26th,St,94110,9,Mission,MOHCD,Small Sites Program,0,Rehabilitation,Rental,01/21/2019,,,01/21/2019,11/01/2019,Mission Economic Development Agency,,"MEDA Small Properties, LLC",Not Applicable,,,,,10,10,0,100,0,3,6,1,0,0,0,0,0,,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2014-025,(3) Design with Entitlements Approved,Schlage Project,0,Schlage Project,,94134,10,Bayview Hunters Point,MOHCD,Inclusionary Housing Program,0,New Construction,Unknown,,,,08/31/2016,06/29/2019,,,,2006.1308,http://propertymap.sfplanning.org/?search=2006.1308,"2006.1308E,2006.1308E_3,2006.1308E_5,2006.1308M,2006.1308R,2006.1308R_3,2006.1308T,2006.1308U,2006.1308U_3,2006.1308U_5,2006.1308U_7,2006.1308W,2006.1308Z",09/02/2014,"On-site BMR Project, Fee Payment",1679,168,1511,10,0,0,0,0,0,0,0,0,0,,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,37.710316378,-122.403518555999,POINT (-122.403518555999 37.710316378)
2016-096,(1) Preliminary Phase,"HPSY II-CP, Block 7",,Address not yet assigned,,94124,10,Bayview Hunters Point,OCII,Multifamily Rental Program,Candlestick Point,New Construction,Unknown,04/01/2024,,,04/01/2024,12/01/2025,Developer not yet selected,,Developer not yet selected,Not Applicable,,,,,60,59,1,98,0,0,0,0,0,0,0,0,1,,59,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2017-045,(1) Preliminary Phase,730 Stanyan,700-730,Stanyan,St,94117,5,Haight Ashbury,MOHCD,Multifamily Rental Program,0,New Construction,Rental,,,,,,Developer not yet selected,,,Not Yet Available,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
1990-001,(2) Predevelopment Feasibility,San Cristina,1000,Market,St,94102,6,Tenderloin,MOHCD,Multifamily Rental Program,0,Rehabilitation,Rental,08/01/2020,,,08/01/2020,08/01/2021,Community Housing Partnership,,Community Housing Partnership,Not Applicable,,,,,58,58,0,100,58,0,0,0,0,0,0,0,0,,58,0,0,58,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-105,(1) Preliminary Phase,"CP-02 ""Infield"" Senior",0,Address not yet assigned,1899-12-31T00:00:00.000,94124,10,Bayview Hunters Point,OCII,OCII Inclusionary Rental Program,Candlestick Point,New Construction,Rental,09/01/2022,,,09/01/2022,02/23/2024,1899-12-31T00:00:00.000,,,Not Applicable,,,,,105,104,1,99,0,0,0,0,0,0,0,0,0,1,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-116,(5) First Construction Document Issued,333 12th,333,12th,St,94103,6,Mission,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,02/21/2018,05/30/2018,05/30/2018,07/23/2020,Panoramic Interests,,,2015-004109PRJ,http://propertymap.sfplanning.org/?search=2015-004109PRJ,"2015-004109CND,2015-004109CUA-02,2015-004109ENV,2015-004109ENX,2015-004109MCM,2015-004109PPA,2015-004109SUB",12/08/2016,On-site BMR Project,148,27,121,18,0,1,0,26,0,0,0,0,0,,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,37.770783515,-122.413936606999,POINT (-122.413936606999 37.770783515)
2013-052,(3) Design with Entitlements Approved,88 Broadway Family,88,Broadway,,94111,3,Financial District/South Beach,MOHCD,Multifamily Rental Program,0,New Construction,Rental,06/17/2019,,,06/17/2019,03/09/2021,BRIDGE Housing Corporation,John Stewart Company,88 Broadway Family LP,2016-007850PRJ,http://propertymap.sfplanning.org/?search=2016-007850PRJ,"2016-007850COA,2016-007850CUA,2016-007850ENV,2016-007850GPR,2016-007850PPA,2016-007850PRV,2016-007850SHD",05/03/2018,,125,124,1,99,0,16,37,47,24,0,0,0,1,2bd,124,0,0,0,0,0,0,0,5,0,44,0,54,11,0,5,0,0,5,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2018-042,(5) First Construction Document Issued,3280 17th,3280,17th,St,94110,9,Mission,MOHCD,Small Sites Program,0,Rehabilitation,Rental,06/11/2018,,,06/11/2018,07/01/2019,Mission Economic Development Agency,,"MEDA Small Properties, LLC",Not Applicable,,,,,11,11,0,100,0,7,4,0,0,0,0,0,0,,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2017-015,(5) First Construction Document Issued,495 Cambridge,495,Cambridge,St,94134,9,Portola,MOHCD,Inclusionary Housing Program,0,New Construction,Ownership,,10/12/2018,04/03/2019,04/03/2019,05/27/2021,"Cambridge Estates Holding, LLC",,,2013.1711,http://propertymap.sfplanning.org/?search=2013.1711,"2013.1711CUA,2013.1711E,2013.1711TDM,2013.1711U",05/18/2017,On-site BMR Project,54,7,47,13,0,0,0,0,0,0,0,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2015-023,(3) Design with Entitlements Approved,2976 23rd St (Merry-Go-Round House),2976,23rd,St,94110,9,Mission,MOHCD,Small Sites Program,0,Rehabilitation,Rental,09/15/2019,,,09/15/2019,04/01/2020,San Francisco Community Land Trust,,San Francisco Community Land Trust,Not Applicable,,,,,14,14,0,100,0,0,0,0,0,0,0,0,0,,14,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-119,(5) First Construction Document Issued,2350 19th Ave,2350,19th,Ave,94107,7,West of Twin Peaks,MOHCD,Inclusionary Housing Program,0,New Construction,Ownership,,07/10/2014,08/23/2017,08/23/2017,10/17/2019,2350 19th Avenue Assoc. LLC,,,2007.0178,http://propertymap.sfplanning.org/?search=2007.0178,,07/08/2016,On-site BMR Project,10,1,9,10,0,0,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37.744038446,-122.475368144999,POINT (-122.475368144999 37.744038446)
2017-025,(5) First Construction Document Issued,975 Bryant,975,Bryant,St,94103,6,South of Market,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,12/07/2018,,06/07/2019,07/31/2021,Farella Braun + Martell LLP,,,2015-005862PRJ,http://propertymap.sfplanning.org/?search=2015-005862PRJ,"2015-005862ENV,2015-005862ENX,2015-005862PPA,2015-005862TDM",10/05/2017,On-site BMR Project,185,30,155,16,0,6,12,10,2,0,0,0,0,,30,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-079,(2) Predevelopment Feasibility,1515 South Van Ness,1515,South Van Ness,Ave,94110,9,Mission,MOHCD,Multifamily Rental Program,0,New Construction,Rental,,,,08/10/2021,10/04/2023,Peter Schellinger,,,2014.1020,http://propertymap.sfplanning.org/?search=2014.1020,"2014.1020CUA,2014.1020ENV,2014.1020U",08/11/2016,On-site BMR Project,157,19,138,12,0,10,1,8,0,0,0,0,0,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2018-001,(4) Site Work Permit Issued,1965 Market,1965,Market,St,94103,8,Mission,MOHCD,Inclusionary Housing Program,0,New Construction,"Ownership, Rental",,,,01/17/2020,03/12/2022,Keller Grover Properties,,,2015-002825PRJ,http://propertymap.sfplanning.org/?search=2015-002825PRJ,"2015-002825CUA,2015-002825ENV,2015-002825PPA",01/18/2018,On-site BMR Project,96,14,82,15,0,0,0,0,0,0,0,0,0,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2014-017,(5) First Construction Document Issued,119 7th,119,7th,St,94103,6,South of Market,MOHCD,Inclusionary Housing Program,0,New Construction,Unknown,,05/11/2015,10/02/2015,10/02/2015,06/29/2019,"American Pacific International, Inc.",,,2012.0673,http://propertymap.sfplanning.org/?search=2012.0673,"2012.0673E,2012.0673U,2012.0673X",06/19/2014,Fee Payment,39,0,39,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.779072869,-122.410312379999,POINT (-122.410312379999 37.779072869)
2016-024,(6) Complete,22 Franklin,22,Franklin,St,94102,5,Hayes Valley,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,09/16/2016,12/19/2016,12/19/2016,01/10/2019,"SST Investments, LLC; SB Global, LLC, Yosef Tahbazof",,,2013.1005,http://propertymap.sfplanning.org/?search=2013.1005,"2013.1005CND,2013.1005E,2013.1005U,2013.1005VAR,2013.1005X",03/31/2016,On-site BMR Project,35,4,31,11,0,1,1,2,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,37.774767691,-122.420590201999,POINT (-122.420590201999 37.774767691)
2017-054,(4) Site Work Permit Issued,1900 Mission,1900,Mission,St,94103,9,Mission,MOHCD,Inclusionary Housing Program,0,New Construction,0,,09/19/2019,,03/19/2020,05/13/2022,,,,2013.1330,http://propertymap.sfplanning.org/?search=2013.1330,,12/06/2017,,11,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2019-016,(3) Design with Entitlements Approved,755 Brannan St,755,Brannan,St,94103,6,South of Market,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,,,08/20/2021,10/14/2023,"SF Green Homes, LLC",,,2017-002951PRJ,http://propertymap.sfplanning.org/?search=2017-002951PRJ,Density Bonus,08/22/2019,"On-site BMR Project, Fee Payment",57,8,0,14,0,3,1,4,0,0,0,0,0,,8,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,2,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-016,(2) Predevelopment Feasibility,Hunters View Phase III,201,West Point,Rd,94124,10,Bayview Hunters Point,MOHCD,HOPE SF,0,New Construction,Rental,07/01/2020,,,07/01/2020,02/01/2022,John Stewart Company,Devine & Gong / Ridgepoint,"HV Partners 3, LP",2009.1075,http://propertymap.sfplanning.org/?search=2009.1075,2009.1075F,,,100,100,0,100,0,0,40,6,15,34,5,6,1,2bd,100,0,0,0,0,0,54,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,37.735389024,-122.378586056999,POINT (-122.378586056999 37.735389024)
2016-108,(1) Preliminary Phase,Transbay Block 4 (Tower),0,Address not yet assigned,1899-12-31T00:00:00.000,94105,6,Financial District/South Beach,OCII,OCII Inclusionary Rental Program,Transbay,New Construction,Rental,05/01/2021,,,05/01/2021,05/01/2024,1899-12-31T00:00:00.000,,,Not Applicable,,,,,352,144,208,41,0,0,0,0,0,0,0,0,0,,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2019-010,(2) Predevelopment Feasibility,1535 Jackson St,1535,Jackson,St,94109,3,Russian Hill,MOHCD,Small Sites Program,0,Rehabilitation,Rental,,,,,,Chinatown Community Development Center,,"CCDC Small Sites, LLC",0,http://propertymap.sfplanning.org/?search=0,,,,30,30,0,100,30,0,0,0,0,0,0,0,0,,30,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-042,(5) First Construction Document Issued,Dalt Hotel,34,Turk,St,94102,6,Tenderloin,MOHCD,Multifamily Rental Program,0,Rehabilitation,Rental,04/16/2018,,,04/16/2018,05/01/2019,Tenderloin Neighborhood Development Corporation,,Dalt Hotel LP,Not Applicable,,,,,178,178,0,100,178,0,0,0,0,0,0,24,1,SRO,178,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
