Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Permit Expiration Date,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Record ID,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,:@computed_region_bh8s_q3mv,:@computed_region_yftq_j783,:@computed_region_rxqg_mtj9,:@computed_region_jx4q_fizf,:@computed_region_uruc_drv6
201311010874,3,additions alterations or repairs,11/01/2013,0640,017,2011,,Sacramento,St,,,to comply with bnov# 201388231 & pnoe 12334. removal of towerstream wifi antenna site. remove 2 antennas & keep 1 otard antenna.,complete,07/15/2015,11/01/2013,03/26/2015,07/15/2015,,,3,3,,,03/20/2016,500,500,apartments,6,apartments,6,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94109,"(37.790533687762796, -122.42624870415976)",132288977355,102,4,6,30,28858,13,1,6,11
201311041003,8,otc alterations permit,11/04/2013,0627A,048,2200,,Sacramento,St,608,,unit 608:  demo kitchen & bath,complete,10/22/2014,11/04/2013,11/04/2013,10/22/2014,,,17,17,,,10/30/2014,3500,5000,apartments,126,apartments,126,0,,1,constr type 1,1,constr type 1,,2,Pacific Heights,94115,"(37.79068140052473, -122.42949844457807)",132300976798,102,4,6,30,29490,13,1,6,11
M441807,8,otc alterations permit,11/06/2013,1012,014,3746,,Sacramento,St,,,street space,issued,11/06/2013,11/06/2013,11/06/2013,,,,,,,,,,1,,,,,,,,,,,,2,Presidio Heights,94118,"(37.787506819286854, -122.45446877657525)",1323392454552,10,8,6,31,54,11,1,9,11
201311071406,8,otc alterations permit,11/07/2013,0222C,009,1190,,Sacramento,St,10,,"remodel existing kitchen and 2 existing bathroom. install new cabinets, appliances, countertops in the same location, install new tile, plumbing fixtures and shower door at same location. keep the existing floors, install new drywall where needed, new lighting in the kitchen and baths.",complete,04/22/2014,11/07/2013,11/07/2013,04/22/2014,,,12,12,,,10/22/2016,160000,160000,apartments,11,apartments,11,0,,1,constr type 1,1,constr type 1,,3,Nob Hill,94108,"(37.7926793737694, -122.41245412373156)",1323532477596,16,6,3,21,28857,3,10,1,2
201311071416,8,otc alterations permit,11/07/2013,1004,016,2926,,Sacramento,St,,,"dry rot repairs, replace front steps, less than 50%",complete,12/02/2013,11/07/2013,11/08/2013,12/02/2013,,,2,2,,,11/03/2014,5000,5000,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.78905739289842, -122.44199001082441)",132354286770,102,8,6,30,29490,13,1,9,11
201311141880,8,otc alterations permit,11/14/2013,0640,031,2039,,Sacramento,St,0,,"removal of finish drywalls from ceiling in kitchen living room, dining room and hallway.  install new gypsm 2 layer of 5/8"" type x on r-c chanell, putting insulation.",complete,12/10/2013,11/14/2013,11/14/2013,12/10/2013,,,3,3,,,11/09/2014,15000,15000,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94109,"(37.790512035068495, -122.42641957718405)",1324151392409,102,4,6,30,28858,13,1,6,11
201311152057,3,additions alterations or repairs,11/15/2013,0228,012,576,,Sacramento,St,,,"verizon wireless proposes to replace 3 (e) lte antennas w/ 3 (n) dual-band split-beam antennas, add 12 (n) rrh units, raycaps, hybrid & ret cables, 1 ac power circuit from equipment room to roof, & 1 dc power cabinet at roof. paint exposes cable & antennas to match (e) bldg",cancelled,11/17/2015,11/15/2013,,,,,7,7,,,,18000,,office,,office,,2,,1,constr type 1,1,constr type 1,,3,Chinatown,94111,"(37.79397080047016, -122.4026249712659)",132438263329,108,6,3,6,28860,3,10,1,2
201311152097,8,otc alterations permit,11/15/2013,1012,014,3744,,Sacramento,St,,,comply with 3r report inspection report cc 7194. full bath and bar sink in rear cottage item 4,complete,01/24/2014,11/15/2013,11/19/2013,01/24/2014,,,4,4,,,11/14/2014,5000,9500,2 family dwelling,2,2 family dwelling,2,2,,5,wood frame (5),5,wood frame (5),,2,Presidio Heights,94118,"(37.787506819286854, -122.45446877657525)",132443087080,10,8,6,31,54,11,1,9,11
201311152097,8,otc alterations permit,11/15/2013,1012,014,3746,,Sacramento,St,,,comply with 3r report inspection report cc 7194. full bath and bar sink in rear cottage item 4,complete,01/24/2014,11/15/2013,11/19/2013,01/24/2014,,,4,4,,,11/14/2014,5000,9500,2 family dwelling,2,2 family dwelling,2,2,,5,wood frame (5),5,wood frame (5),,2,Presidio Heights,94118,"(37.787506819286854, -122.45446877657525)",1324431454552,10,8,6,31,54,11,1,9,11
M445727,8,otc alterations permit,11/20/2013,0222C,001,1190,,Sacramento,St,2,,street space,issued,11/20/2013,11/20/2013,11/20/2013,,,,,,,,,,1,,,,,,,,,,,,3,Nob Hill,94108,"(37.7926793737694, -122.41245412373156)",1324863437662,16,6,3,21,28857,3,10,1,2
M445727,8,otc alterations permit,11/20/2013,0222C,011,1190,,Sacramento,St,12,,street space,issued,11/20/2013,11/20/2013,11/20/2013,,,,,,,,,,1,,,,,,,,,,,,3,Nob Hill,94108,"(37.7926793737694, -122.41245412373156)",1324864434674,16,6,3,21,28857,3,10,1,2
201311212463,8,otc alterations permit,11/21/2013,1025,033,2965,,Sacramento,St,,,arnest termite report 3 6440b4.  reove all siding limted to side wall & submit a supplemental report at front left approx 20 x 40 feet.,issued,11/21/2013,11/21/2013,11/21/2013,,,,4,4,,,11/16/2014,3100,3100,apartments,12,apartments,12,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.788582506415906, -122.44166953920005)",1324894238861,102,8,6,30,29490,13,1,9,11
M445887,8,otc alterations permit,11/21/2013,1023,001,3103,,Sacramento,St,,,street space permit,issued,11/21/2013,11/21/2013,11/21/2013,,,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94115,"(37.78840836962428, -122.44421395195295)",132492387383,102,8,6,30,29490,13,1,9,11
201312023122,8,otc alterations permit,12/02/2013,1022,022,3239,,Sacramento,St,,,no work. change of use only from office & medical office.  no construction work is being done.  no review for accessibility done.,issued,12/02/2013,12/02/2013,12/02/2013,,,,2,2,,,11/27/2014,1,1,office,0,clinics-medic/dental,0,2,,5,wood frame (5),5,wood frame (5),,2,Presidio Heights,94115,"(37.78800188030166, -122.44623212445869)",1325756469026,10,8,6,31,29490,13,1,9,11
201312043301,8,otc alterations permit,12/04/2013,0638,030,2201,,Sacramento,St,402,,one kitchen remodel non structural,complete,05/02/2014,12/04/2013,12/04/2013,05/02/2014,,,6,6,,Y,11/29/2014,35000,35000,apartments,24,2 family dwelling,24,0,,2,constr type 2,2,constr type 2,,2,Pacific Heights,94115,"(37.79020106234751, -122.429281032396)",132598277236,102,4,6,30,29490,13,1,6,11
201312043314,8,otc alterations permit,12/04/2013,0220,020,1356,,Sacramento,St,,,remodel (e) kitchen bathroom per plan. add hall bathroom at 1st fl per plan. replace two (e) windows in kind per plan. not visible from the street.,complete,07/17/2014,12/04/2013,12/11/2013,07/17/2014,,,3,3,,,12/06/2014,31000,40000,apartments,3,apartments,3,2,,5,wood frame (5),5,wood frame (5),,3,Nob Hill,94109,"(37.79238289976218, -122.41527314698766)",132599962834,16,6,3,21,28858,5,10,1,2
201312043314,8,otc alterations permit,12/04/2013,0220,020,1360,,Sacramento,St,,,remodel (e) kitchen bathroom per plan. add hall bathroom at 1st fl per plan. replace two (e) windows in kind per plan. not visible from the street.,complete,07/17/2014,12/04/2013,12/11/2013,07/17/2014,,,3,3,,,12/06/2014,31000,40000,apartments,3,apartments,3,2,,5,wood frame (5),5,wood frame (5),,3,Nob Hill,94109,"(37.79238289976218, -122.41527314698766)",1326001273266,16,6,3,21,28858,5,10,1,2
201312043320,8,otc alterations permit,12/04/2013,1025,033,2965,,Sacramento,St,,,items 1 and 2 in   arnest termite report # 6451b4.repair wood framing.  cover with new material,complete,12/18/2013,12/04/2013,12/04/2013,12/18/2013,,,4,4,,,11/29/2014,24000,23100,apartments,12,apartments,12,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.788582506415906, -122.44166953920005)",1326006238861,102,8,6,30,29490,13,1,9,11
M449147,8,otc alterations permit,12/06/2013,0640,016,2015,,Sacramento,St,,,street space,issued,12/06/2013,12/06/2013,12/06/2013,,,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94109,"(37.790522854976274, -122.4263339713076)",1326266236178,102,4,6,30,28858,13,1,6,11
201312063569,8,otc alterations permit,12/06/2013,0644,019,1669,,Sacramento,St,,,"installation of a partial nfpa 13r fire sprinkler system for a new residential addition  and remodeling on ground floor only.33 total sprinklers. work includes 2"" copper 'k' underground with a 2"" dedicated fire service meter.ref. arch. app# 2013-1009-8926",complete,06/04/2014,12/06/2013,12/18/2013,06/04/2014,,,3,3,,Y,12/13/2014,19000,19000,apartments,3,apartments,3,2,,5,wood frame (5),5,wood frame (5),,3,Nob Hill,94109,"(37.79131212334973, -122.42027087972755)",132633077501,105,4,3,21,28858,13,10,6,2
201312093609,8,otc alterations permit,12/09/2013,0237,016,353,,Sacramento,St,,,"1st floor: replace cpu, power supply, loop  cards, audio message generator, master telephone headset at existing fire alarm system. retest system 100% functions 10% extg devices.",complete,01/21/2014,12/09/2013,12/09/2013,01/21/2014,,,23,23,,Y,12/04/2014,27000,27000,office,,office,,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94111,"(37.79405271203426, -122.39975157573498)",132638063383,108,6,3,8,28860,4,10,1,2
201312103735,8,otc alterations permit,12/10/2013,0219,009,1446,,Sacramento,St,,,install hardie siding at side of building; visible from the street; no structural changes.,complete,02/21/2014,12/10/2013,12/10/2013,02/21/2014,,,3,3,,,12/05/2014,29000,29000,apartments,6,apartments,6,0,,5,wood frame (5),5,wood frame (5),,3,Nob Hill,94109,"(37.79227811419504, -122.41683070963646)",1326526280405,16,6,3,21,28858,5,10,1,2
201312103735,8,otc alterations permit,12/10/2013,0219,009,1442,,Sacramento,St,,,install hardie siding at side of building; visible from the street; no structural changes.,complete,02/21/2014,12/10/2013,12/10/2013,02/21/2014,,,3,3,,,12/05/2014,29000,29000,apartments,6,apartments,6,0,,5,wood frame (5),5,wood frame (5),,3,Nob Hill,94109,"(37.79227811419504, -122.41683070963646)",132652862804,16,6,3,21,28858,5,10,1,2
201312103735,8,otc alterations permit,12/10/2013,0219,009,1444,,Sacramento,St,,,install hardie siding at side of building; visible from the street; no structural changes.,complete,02/21/2014,12/10/2013,12/10/2013,02/21/2014,,,3,3,,,12/05/2014,29000,29000,apartments,6,apartments,6,0,,5,wood frame (5),5,wood frame (5),,3,Nob Hill,94109,"(37.79227811419504, -122.41683070963646)",1326529280404,16,6,3,21,28858,5,10,1,2
201312103735,8,otc alterations permit,12/10/2013,0219,009,1448,,Sacramento,St,,,install hardie siding at side of building; visible from the street; no structural changes.,complete,02/21/2014,12/10/2013,12/10/2013,02/21/2014,,,3,3,,,12/05/2014,29000,29000,apartments,6,apartments,6,0,,5,wood frame (5),5,wood frame (5),,3,Nob Hill,94109,"(37.79227811419504, -122.41683070963646)",1326531280406,16,6,3,21,28858,5,10,1,2
201312103790,8,otc alterations permit,12/10/2013,1003,014,2850,,Sacramento,St,,,"to obtain a finla inspection for work already approved on app# 200401234668, all work is complete.",complete,02/21/2014,12/10/2013,12/10/2013,02/21/2014,,,4,4,,,12/05/2014,1,1,apartments,5,apartments,5,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.78936490113838, -122.43987650725279)",132659286728,102,4,6,30,29490,13,1,9,11
201312103790,8,otc alterations permit,12/10/2013,1003,014,2854,,Sacramento,St,0,,"to obtain a finla inspection for work already approved on app# 200401234668, all work is complete.",complete,02/21/2014,12/10/2013,12/10/2013,02/21/2014,,,4,4,,,12/05/2014,1,1,apartments,5,apartments,5,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.78936490113838, -122.43987650725279)",1326593403145,102,4,6,30,29490,13,1,9,11
201312103795,8,otc alterations permit,12/10/2013,1003,014,2850,,Sacramento,St,,,"to obtain a finla inspection for work already approved on app# 200507026734, all work is complete.",complete,02/21/2014,12/10/2013,12/10/2013,02/21/2014,,,4,4,,,12/05/2014,1,1,apartments,5,apartments,5,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.78936490113838, -122.43987650725279)",132659686728,102,4,6,30,29490,13,1,9,11
201312103795,8,otc alterations permit,12/10/2013,1003,014,2854,,Sacramento,St,0,,"to obtain a finla inspection for work already approved on app# 200507026734, all work is complete.",complete,02/21/2014,12/10/2013,12/10/2013,02/21/2014,,,4,4,,,12/05/2014,1,1,apartments,5,apartments,5,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.78936490113838, -122.43987650725279)",1326597403145,102,4,6,30,29490,13,1,9,11
201312103796,8,otc alterations permit,12/10/2013,1003,014,2850,,Sacramento,St,0,,"to obtain a finla inspection for work already approved on app# 200401234668, all work is complete.",complete,02/21/2014,12/10/2013,12/10/2013,02/21/2014,,,4,4,,,12/05/2014,1,1,apartments,5,apartments,5,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.78936490113838, -122.43987650725279)",1326599403144,102,4,6,30,29490,13,1,9,11
201312103796,8,otc alterations permit,12/10/2013,1003,014,2854,,Sacramento,St,0,,"to obtain a finla inspection for work already approved on app# 200401234668, all work is complete.",complete,02/21/2014,12/10/2013,12/10/2013,02/21/2014,,,4,4,,,12/05/2014,1,1,apartments,5,apartments,5,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.78936490113838, -122.43987650725279)",1326600403145,102,4,6,30,29490,13,1,9,11
201312103819,8,otc alterations permit,12/10/2013,0644,019,1673,,Sacramento,St,,,change one new vinyl window and yard side and fix roofing leaking,complete,12/17/2013,12/10/2013,12/10/2013,12/17/2013,,,3,3,,,12/05/2014,1000,1000,apartments,3,apartments,3,0,,5,wood frame (5),5,wood frame (5),,3,Nob Hill,94109,"(37.79131212334973, -122.42027087972755)",1326625273983,105,4,3,21,28858,13,10,6,2
201312113903,8,otc alterations permit,12/11/2013,0220,022,1368,,Sacramento,St,,,soft building earthquake retrofit required by the city per  sf buiding code chapter 34b (asce 41); compliance with ordinance no 155-13 not required.,complete,10/27/2014,12/11/2013,04/09/2014,10/27/2014,,,3,3,,,03/24/2017,100000,120000,apartments,8,apartments,8,2,,5,wood frame (5),5,wood frame (5),,3,Nob Hill,94109,"(37.79245425830708, -122.41545867438126)",132674862836,16,6,3,21,28858,5,10,1,2
201312113945,8,otc alterations permit,12/11/2013,0222,009,1100,,Sacramento,St,,,"the following units remodel (e) kitchen & bathrooms as well as non-structural remodel unit#204,504,604,704,804,1004,308,408,608,708,702,802 &902. replace windows in kind & some visible from street.",issued,12/13/2013,12/11/2013,12/13/2013,,,,11,11,,,11/27/2016,1300000,1300000,apartments,33,apartments,33,2,,2,constr type 2,2,constr type 2,,3,Nob Hill,94108,"(37.79294651184879, -122.41140684124001)",1326800233026,16,6,3,21,28857,3,10,1,2
M450868,8,otc alterations permit,12/12/2013,1010,012,3548,,Sacramento,St,,,street space,issued,12/12/2013,12/12/2013,12/12/2013,,,,,,,,,,1,,,,,,,,,,,,2,Presidio Heights,94118,"(37.78791397458118, -122.45127249713417)",1326904367158,10,8,6,31,54,11,1,9,11
201312134189,8,otc alterations permit,12/13/2013,1023,001,3103,,Sacramento,St,,,partial footing replacement ref 201302281150,complete,05/13/2014,12/13/2013,12/16/2013,05/13/2014,,,2,2,,,12/11/2014,4100,4100,retail sales,2,school,2,2,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.78840836962428, -122.44421395195295)",132709887383,102,8,6,30,29490,13,1,9,11
M451487,8,otc alterations permit,12/16/2013,1019,023,3569,,Sacramento,St,,,street space,issued,12/16/2013,12/16/2013,12/16/2013,,,,,,,,,,1,,,,,,,,,,,,2,Presidio Heights,94118,"(37.78739510319225, -122.45135727210202)",132717487301,10,8,6,31,54,11,1,9,11
M451487,8,otc alterations permit,12/16/2013,1019,023,3571,,Sacramento,St,,,street space,issued,12/16/2013,12/16/2013,12/16/2013,,,,,,,,,,1,,,,,,,,,,,,2,Presidio Heights,94118,"(37.78739510319225, -122.45135727210202)",1327175365562,10,8,6,31,54,11,1,9,11
M451507,8,otc alterations permit,12/16/2013,1011,013,3668,,Sacramento,St,,,street space,issued,12/16/2013,12/16/2013,12/16/2013,,,,,,,,,,1,,,,,,,,,,,,2,Presidio Heights,94118,"(37.78768121181564, -122.4530998353647)",132718187047,10,8,6,31,54,11,1,9,11
M451507,8,otc alterations permit,12/16/2013,1011,013,3670,,Sacramento,St,0,,street space,issued,12/16/2013,12/16/2013,12/16/2013,,,,,,,,,,1,,,,,,,,,,,,2,Presidio Heights,94118,"(37.78768121181564, -122.4530998353647)",1327182421026,10,8,6,31,54,11,1,9,11
M452727,8,otc alterations permit,12/20/2013,0627A,049,2200,,Sacramento,St,701,,street space permit,issued,12/20/2013,12/20/2013,12/20/2013,,,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94115,"(37.79068140052473, -122.42949844457807)",132771476799,102,4,6,30,29490,13,1,6,11
201312204693,8,otc alterations permit,12/20/2013,1023,001,3103,,Sacramento,St,,,"install new f.a. for preschool, add (10) smoke detectors, (2) pull stations, (2) horn/strobes, (2) strobes,  relocate existing facp from building 3105 sacramento st to new location @ 3103 sacramento. t.i.pa# 201302281150",complete,04/28/2014,12/20/2013,12/27/2013,04/28/2014,,,2,2,,Y,12/22/2014,9000,9341,retail sales,1,school,1,2,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.78840836962428, -122.44421395195295)",132773287383,102,8,6,30,29490,13,1,9,11
M452887,8,otc alterations permit,12/20/2013,1010,012,3548,,Sacramento,St,,,street space (meters only),issued,12/20/2013,12/20/2013,12/20/2013,,,,,,,,,,1,,,,,,,,,,,,2,Presidio Heights,94118,"(37.78791397458118, -122.45127249713417)",1327776367158,10,8,6,31,54,11,1,9,11
201312305195,8,otc alterations permit,12/30/2013,0639,029,2171,,Sacramento,St,,,"all floors. fire alarm system. replacement on a ""one for one"" basis.",issued,12/30/2013,12/30/2013,12/30/2013,,,,3,3,,Y,12/25/2014,4500,4500,apartments,13,apartments,13,2,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94109,"(37.790255287954395, -122.42851499039261)",1328367451070,102,4,6,30,28858,13,1,6,11
M454467,8,otc alterations permit,12/31/2013,0222A,069,1170,,Sacramento,St,19,A,street space permit,issued,12/31/2013,12/31/2013,12/31/2013,,,,,,,,,,1,,,,,,,,,,,,3,Nob Hill,94108,"(37.79293048567304, -122.41218963211746)",132852563016,16,6,3,21,28857,3,10,1,2
201312315350,3,additions alterations or repairs,12/31/2013,1019,023,3571,,Sacramento,St,,,"change use from retail to beauty salon. add 2nd restroom, core floor for rough plumbing and elec, retrofit hvac ductwork for new layout. install lighting, retrofit sprinklers for new layout, new usb outlets, new wiring from existing panel, paint, drywall interior, no exterior work",complete,08/20/2014,12/31/2013,06/09/2014,08/20/2014,,,2,2,,,06/04/2015,80000,97000,retail sales,0,retail sales,0,2,,5,wood frame (5),5,wood frame (5),,2,Presidio Heights,94118,"(37.78739510319225, -122.45135727210202)",1328557365562,10,8,6,31,54,11,1,9,11
201312315384,8,otc alterations permit,12/31/2013,0222,009,1100,,Sacramento,St,,,correction to app #201312113945- the description of work on the submitted drawings include units 602 and 908 - but these units were left off on application and is not in computer - permit to add units 602 and 908,issued,12/31/2013,12/31/2013,12/31/2013,,,,10,10,,,12/26/2014,1,1,,33,,33,0,,,,,,,3,Nob Hill,94108,"(37.79294651184879, -122.41140684124001)",1328595233026,16,6,3,21,28857,3,10,1,2
